employee_id,name,subsidiary,division,department,role,level,fte,manager_id,performance_score,engagement_score,market_pull,key_person_dependency,attrition_risk,tenure_years,salary_grade
E0860,Vũ Đức Hà,Genesis Social Responsibility Platform,Investment,Investment,Investment Manager,Manager,1,CEO,79.0,73.0,44,65,30.1,2.1,G10
E0861,Hồ Minh Phúc,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0506,80.5,73.2,46,24,20.3,1.6,G8
E0862,Trần Thu Trang,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0248,78.5,88.0,27,98,34.0,5.0,G8
E0863,Bùi Gia Sơn,Genesis Fund & Innovation,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,66.3,88.1,56,26,25.8,9.2,G8
E0864,Đỗ Thu Yến,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0857,94.1,79.3,52,20,20.1,5.6,G3
E0865,Vũ Ngọc Quân,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0656,87.9,94.4,22,80,32.6,4.0,G2
E0866,Trần Thị Linh,Genesis Holding Office,Corporate,Procurement,Procurement Staff,Staff,1,E0933,49.9,85.1,20,16,15.6,0.9,G4
E0867,Bùi Minh Long,Genesis Human Resources Services,Corporate,Finance,Finance Specialist,Specialist,1,E0173,72.6,81.3,83,97,56.5,10.5,G5
E0868,Hoàng Văn Nam,Genesis Fund & Innovation,Investment,Investment,Investment Senior Specialist,Senior Specialist,1,E0860,93.9,80.7,33,72,31.9,6.8,G9
E0869,Lê Minh Yến,Genesis Green Manufacturing,Commercial,Marketing,Marketing Specialist,Specialist,1,E0309,90.2,74.3,65,62,42.2,4.5,G5
E0870,Vũ Minh Bình,Genesis Fund & Innovation,Technology,IT,IT Staff,Staff,1,E0245,82.2,81.6,66,56,35.6,2.0,G8
E0871,Bùi Minh Hải,Genesis Holding Office,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0022,76.6,51.3,49,62,50.3,2.5,G6
E0872,Trần Ngọc Nam,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0340,67.2,81.3,35,62,36.1,2.1,G8
E0873,Lê Ngọc Hà,Genesis Holding Office,CSR,Sustainability,Sustainability Manager,Manager,1,CEO,81.8,85.0,56,98,41.6,2.9,G7
E0874,Nguyễn Đức Minh,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0486,74.7,67.8,34,21,34.1,8.2,G9
E0875,Trần Thị Linh,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0758,74.7,68.5,53,40,34.3,2.4,G6
E0876,Vũ Ngọc Nam,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0878,93.6,80.4,91,67,46.0,4.1,G2
E0877,Đặng Văn Nam,Genesis Fund & Innovation,Corporate,HR,HR Staff,Staff,1,E0371,73.8,60.6,61,19,43.3,9.8,G6
E0878,Hồ Văn Tuấn,Genesis Fund & Innovation,Corporate,Finance,Finance Senior Manager,Senior Manager,1,CEO,97.9,80.9,85,98,47.8,7.6,G4
E0879,Hồ Gia Nam,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0854,87.9,69.6,36,48,33.7,5.7,G6
E0880,Hồ Thị Tuấn,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0221,80.9,86.0,37,51,34.1,4.7,G2
E0881,Vũ Văn Quân,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0940,76.4,66.8,70,96,60.1,2.1,G2
E0882,Hoàng Minh Long,Genesis Human Resources Services,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0822,85.9,82.1,88,77,41.3,5.0,G9
E0883,Trần Thị Minh,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0813,45.5,71.3,62,10,28.4,3.4,G9
E0884,Nguyễn Thị Hải,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0410,67.1,76.6,25,52,30.1,3.3,G4
E0885,Đỗ Gia Việt,Genesis Holding Office,CSR,Sustainability,Sustainability Staff,Staff,1,E0984,74.0,74.9,63,31,31.8,3.8,G5
E0886,Phạm Minh Dũng,Genesis Green Manufacturing,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0922,89.9,57.3,71,90,48.2,3.1,G4
E0887,Hoàng Ngọc Chi,Genesis Human Resources Services,Commercial,Marketing,Marketing Senior Specialist,Senior Specialist,1,E0115,77.4,71.9,29,92,33.1,7.8,G3
E0888,Vũ Thị Hà,Genesis Green Manufacturing,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0945,77.5,90.3,51,76,39.6,2.7,G7
E0889,Bùi Ngọc Mai,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0194,92.8,80.5,72,57,41.6,5.0,G4
E0890,Vũ Văn Tâm,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0525,82.4,62.1,64,34,33.4,1.9,G5
E0891,Đặng Thị Bình,Genesis Fund & Innovation,Commercial,Marketing,Marketing Senior Specialist,Senior Specialist,1,E0309,76.4,67.4,57,76,46.7,9.9,G5
E0892,Hồ Thu Nam,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,61.0,58.9,58,37,35.4,6.3,G3
E0893,Trần Thu Dũng,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0271,85.3,66.7,54,62,33.8,4.0,G9
E0894,Đỗ Gia Long,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0484,79.7,82.0,27,32,13.8,1.5,G3
E0895,Hoàng Thị An,Genesis Holding Office,Technology,Data & AI,Data & AI Staff,Staff,1,E0822,92.7,74.5,61,17,35.2,1.5,G6
E0896,Lê Thị Việt,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0572,52.0,71.6,36,35,21.7,2.3,G9
E0897,Đỗ Thu Bình,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0831,74.8,74.3,20,96,36.0,2.3,G7
E0898,Hồ Đức Việt,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0837,85.2,80.6,35,84,39.3,3.6,G10
E0899,Đặng Thu Trang,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Manager,Manager,1,CEO,78.1,41.7,58,70,54.3,6.4,G8
E0900,Đặng Ngọc Chi,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0444,82.6,68.6,74,26,29.9,3.5,G4
E0901,Đặng Minh Tuấn,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Manager,Manager,1,CEO,89.4,78.0,59,63,36.0,4.7,G8
E0902,Bùi Gia Hà,Genesis Human Resources Services,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0771,69.3,50.7,89,62,64.4,0.7,G4
E0903,Hoàng Gia Nam,Genesis Holding Office,Executive,CEO Office,CEO Office Staff,Staff,1,E0784,66.2,77.0,69,22,38.0,3.0,G4
E0904,Hoàng Ngọc Hải,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0837,59.8,82.7,53,93,47.4,1.4,G5
E0905,Nguyễn Gia Yến,Genesis Fund & Innovation,Corporate,Finance,Finance Staff,Staff,1,E0910,89.4,59.0,92,21,44.1,3.7,G8
E0906,Bùi Thu Dũng,Genesis Fund & Innovation,Manufacturing,Production,Production Manager,Manager,1,CEO,59.7,68.9,50,72,42.2,4.6,G3
E0907,Lê Thị Chi,Genesis Green Manufacturing,Manufacturing,Production,Production Manager,Manager,1,CEO,68.8,76.2,72,95,52.7,2.5,G9
E0908,Bùi Ngọc Nam,Genesis Green Manufacturing,Commercial,Marketing,Marketing Senior Manager,Senior Manager,1,CEO,77.5,88.4,57,92,37.5,1.0,G10
E0909,Lê Gia Phúc,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,80.4,83.0,39,89,35.2,8.7,G2
E0910,Vũ Đức Việt,Genesis Holding Office,Corporate,Finance,Finance Manager,Manager,1,CEO,76.4,88.1,83,85,43.2,1.0,G9
E0911,Phạm Gia Hà,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Supervisor,Supervisor,1,CEO,74.4,73.1,29,14,21.7,6.6,G7
E0912,Hoàng Thị Linh,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0158,98.9,91.3,40,61,24.2,1.4,G5
E0913,Đặng Gia Linh,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0995,72.7,76.5,43,58,31.9,3.0,G2
E0914,Hoàng Ngọc Quân,Genesis Fund & Innovation,Corporate,HR,HR Staff,Staff,1,E0086,86.1,76.7,49,52,33.9,0.9,G7
E0915,Lê Văn Minh,Genesis Holding Office,Technology,IT,IT Staff,Staff,1,E0225,89.1,61.1,56,48,38.4,4.1,G6
E0916,Bùi Minh Bình,Genesis Human Resources Services,Corporate,Finance,Finance Specialist,Specialist,1,E0350,73.8,70.2,77,88,49.9,9.0,G2
E0917,Đỗ Ngọc Yến,Genesis Social Responsibility Platform,Corporate,HR,HR Manager,Manager,1,CEO,73.4,85.3,29,55,19.2,5.3,G4
E0918,Hoàng Ngọc Nam,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0299,52.8,57.9,42,81,48.4,2.6,G3
E0919,Đỗ Gia Hải,Genesis Human Resources Services,Commercial,Marketing,Marketing Manager,Manager,1,CEO,82.7,78.6,47,55,27.1,3.1,G3
E0920,Vũ Thị Minh,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0472,72.5,61.7,30,64,34.7,5.5,G6
E0921,Phạm Minh Sơn,Genesis Fund & Innovation,Executive,Strategy,Strategy Staff,Staff,1,E0065,79.0,65.9,39,47,27.7,7.3,G5
E0922,Đỗ Thị Bình,Genesis Human Resources Services,Corporate,HR,HR Senior Manager,Senior Manager,1,CEO,81.8,74.8,73,72,40.4,3.6,G2
E0923,Lê Thị Sơn,Genesis Social Responsibility Platform,Corporate,Legal,Legal Staff,Staff,1,E0941,69.2,88.2,42,52,32.9,4.0,G8
E0924,Nguyễn Gia Hà,Genesis Fund & Innovation,Commercial,Customer Success,Customer Success Senior Specialist,Senior Specialist,1,E0121,82.4,73.7,20,93,32.0,1.0,G5
E0925,Hồ Văn Linh,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0350,80.7,77.8,61,40,38.9,1.0,G9
E0926,Đặng Văn Mai,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0069,75.4,94.4,74,62,37.3,6.9,G6
E0927,Nguyễn Ngọc Linh,Genesis Fund & Innovation,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,92.0,61.5,75,39,50.6,3.1,G7
E0928,Đỗ Minh Yến,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,72.8,86.5,26,78,35.4,3.1,G7
E0929,Hồ Gia Long,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0754,85.8,62.4,65,75,43.5,3.4,G10
E0930,Nguyễn Thị Yến,Genesis Holding Office,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0093,84.1,93.9,51,95,38.2,7.1,G8
E0931,Hoàng Đức Nam,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0273,85.6,80.5,31,18,13.4,1.8,G8
E0932,Hồ Thị Phúc,Genesis Social Responsibility Platform,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0248,71.2,87.2,25,72,27.2,4.1,G6
E0933,Hồ Văn Trang,Genesis Holding Office,Corporate,Procurement,Procurement Manager,Manager,1,CEO,87.3,73.3,20,62,26.5,4.7,G4
E0934,Vũ Minh Yến,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0995,61.8,83.0,66,53,39.8,6.3,G6
E0935,Bùi Gia Dũng,Genesis Green Manufacturing,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0291,74.1,71.4,48,96,47.9,1.8,G2
E0936,Hồ Gia Phúc,Genesis Fund & Innovation,Corporate,HR,HR Supervisor,Supervisor,1,CEO,89.8,54.6,42,56,49.5,4.1,G8
E0937,Nguyễn Văn Quân,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0464,76.2,99.0,58,92,36.8,3.7,G2
E0938,Phạm Ngọc Tâm,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Supervisor,Supervisor,1,CEO,73.1,93.8,49,28,13.7,8.5,G7
E0939,Trần Ngọc Dũng,Genesis Fund & Innovation,Technology,IT,IT Manager,Manager,1,CEO,78.7,80.2,69,71,47.4,3.1,G9
E0940,Hồ Văn Hà,Genesis Green Manufacturing,Manufacturing,Quality,Quality Manager,Manager,1,CEO,78.3,69.3,35,72,36.7,8.5,G6
E0941,Vũ Đức Bình,Genesis Green Manufacturing,Corporate,Legal,Legal Staff,Staff,1,CEO,63.4,50.2,66,35,38.9,7.1,G3
E0942,Đỗ Văn Thảo,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0065,73.1,73.5,46,23,29.4,4.3,G6
E0943,Đỗ Văn Quân,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0035,70.6,93.0,34,68,31.0,3.3,G7
E0944,Bùi Gia Thảo,Genesis Fund & Innovation,Commercial,Customer Success,Customer Success Staff,Staff,1,E0121,85.6,79.9,58,41,39.2,4.2,G2
E0945,Bùi Thị Hà,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Manager,Manager,1,CEO,93.3,85.6,53,56,32.9,3.7,G4
E0946,Vũ Minh Mai,Genesis Holding Office,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,83.7,67.2,66,45,34.0,6.4,G7
E0947,Đỗ Thu Linh,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0780,99.0,72.7,49,51,36.7,7.3,G5
E0948,Hồ Đức Thảo,Genesis Holding Office,Commercial,Marketing,Marketing Staff,Staff,1,E0309,85.9,82.8,69,51,30.5,2.9,G4
E0949,Vũ Thu Trang,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0612,64.5,68.7,54,69,49.8,1.5,G10
E0950,Đặng Ngọc Tâm,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0878,66.4,90.7,53,88,30.8,6.2,G3
E0951,Trần Văn Nam,Genesis Human Resources Services,Corporate,Finance,Finance Staff,Staff,1,E0271,78.9,56.0,46,17,26.2,4.2,G7
E0952,Vũ Đức Mai,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0936,67.1,67.0,31,28,27.5,1.5,G5
E0953,Vũ Ngọc Linh,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0010,96.4,96.6,41,31,13.2,8.0,G2
E0954,Hoàng Ngọc Dũng,Genesis Fund & Innovation,Commercial,Marketing,Marketing Staff,Staff,1,E0417,79.1,80.9,49,35,28.2,2.4,G3
E0955,Vũ Văn Thảo,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0154,75.8,97.1,50,30,24.9,2.2,G10
E0956,Vũ Minh Yến,Genesis Social Responsibility Platform,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0593,84.4,99.0,80,64,35.4,2.3,G2
E0957,Phạm Ngọc Phúc,Genesis Social Responsibility Platform,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0906,76.5,68.4,68,68,45.8,5.3,G4
E0958,Hoàng Đức Quân,Genesis Holding Office,Technology,IT,IT Supervisor,Supervisor,1,CEO,99.0,70.6,84,20,42.9,5.0,G4
E0959,Vũ Minh Phúc,Genesis Holding Office,CSR,Sustainability,Sustainability Staff,Staff,1,E0050,89.1,75.5,69,48,35.3,1.2,G8
E0960,Nguyễn Văn Sơn,Genesis Fund & Innovation,Technology,IT,IT Specialist,Specialist,1,E0150,86.8,68.6,95,81,48.6,0.7,G4
E0961,Lê Thị Bình,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0369,82.4,89.1,73,33,35.9,2.0,G6
E0962,Đỗ Ngọc Long,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,79.4,68.1,69,19,32.5,3.0,G2
E0963,Hoàng Thị Nam,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Supervisor,Supervisor,1,CEO,71.1,81.4,64,19,29.9,6.9,G6
E0964,Đỗ Ngọc Thảo,Genesis Human Resources Services,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0330,90.7,75.7,26,64,30.6,1.5,G5
E0965,Bùi Minh Tuấn,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0315,69.9,70.3,35,10,29.4,5.6,G4
E0966,Bùi Thu Việt,Genesis Fund & Innovation,Manufacturing,Quality,Quality Staff,Staff,1,E0330,81.5,55.4,20,52,39.3,3.5,G2
E0967,Nguyễn Thị Minh,Genesis Fund & Innovation,Technology,IT,IT Specialist,Specialist,1,E0074,52.7,87.7,54,85,33.0,6.4,G9
E0968,Hoàng Thu Bình,Genesis Holding Office,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0738,93.4,60.5,52,72,43.1,3.9,G6
E0969,Lê Thu Bình,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0556,89.2,79.4,93,33,33.4,6.3,G8
E0970,Phạm Thu Linh,Genesis Social Responsibility Platform,Corporate,HR,HR Supervisor,Supervisor,1,CEO,76.1,93.6,33,19,21.2,6.4,G3
E0971,Đặng Ngọc Chi,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0946,94.5,55.4,69,16,33.8,3.5,G6
E0972,Đặng Văn Hải,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0482,68.0,36.5,69,81,69.0,2.5,G5
E0973,Lê Ngọc Quân,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0458,73.2,73.0,53,58,39.2,1.0,G8
E0974,Vũ Thu Hải,Genesis Holding Office,Corporate,HR,HR Supervisor,Supervisor,1,CEO,65.2,78.3,73,49,42.1,0.5,G7
E0975,Đỗ Gia Mai,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0315,78.1,88.6,47,36,18.5,1.9,G2
E0976,Lê Gia Hà,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0434,60.1,63.4,65,67,48.1,1.4,G9
E0977,Trần Minh Chi,Genesis Social Responsibility Platform,Commercial,Sales,Sales Specialist,Specialist,1,E0089,69.6,70.9,54,96,39.9,2.2,G4
E0978,Lê Minh Trang,Genesis Green Manufacturing,Corporate,Procurement,Procurement Staff,Staff,1,E0214,81.4,67.0,46,18,28.7,7.0,G5
E0979,Đỗ Ngọc Tuấn,Genesis Holding Office,Technology,Automation,Automation Staff,Staff,1,E0034,89.8,87.2,69,54,27.3,1.1,G4
E0980,Trần Ngọc Chi,Genesis Green Manufacturing,Executive,CEO Office,CEO Office Staff,Staff,1,E0432,88.8,84.2,66,16,32.7,1.4,G3
E0981,Phạm Đức Minh,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0813,82.6,91.8,36,39,23.4,1.1,G6
E0982,Đỗ Văn Hà,Genesis Fund & Innovation,Manufacturing,EHS,EHS Specialist,Specialist,1,E0280,81.5,52.7,55,55,51.1,6.4,G6
E0983,Phạm Thị Minh,Genesis Social Responsibility Platform,Investment,Investment,Investment Staff,Staff,1,E0860,90.1,69.0,66,47,38.8,7.4,G8
E0984,Lê Minh Mai,Genesis Green Manufacturing,CSR,Sustainability,Sustainability Supervisor,Supervisor,1,CEO,74.4,71.7,72,37,45.8,1.6,G6
E0985,Trần Văn Yến,Genesis Green Manufacturing,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0984,67.4,78.7,42,98,37.7,2.2,G10
E0986,Hoàng Gia Mai,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0506,70.3,96.2,40,56,22.0,5.6,G7
E0987,Nguyễn Đức Tâm,Genesis Human Resources Services,Commercial,Marketing,Marketing Staff,Staff,1,E0115,80.3,99.0,40,57,28.5,6.2,G8
E0988,Bùi Minh Việt,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0221,84.8,80.8,66,34,27.7,2.7,G2
E0989,Vũ Thị Tâm,Genesis Holding Office,Technology,IT,IT Staff,Staff,1,E0665,57.7,66.7,92,62,53.0,3.6,G7
E0990,Hoàng Gia Nam,Genesis Social Responsibility Platform,Executive,CEO Office,CEO Office Staff,Staff,1,E0432,67.1,71.5,51,26,32.3,4.5,G7
E0991,Đỗ Gia Quân,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0472,91.2,80.5,69,79,43.7,1.4,G6
E0992,Vũ Gia An,Genesis Holding Office,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,81.7,82.5,52,66,34.4,3.9,G2
E0993,Hồ Ngọc Tuấn,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0244,70.4,80.6,53,62,40.1,1.2,G6
E0994,Trần Thu Phúc,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0928,74.2,61.5,55,75,46.4,1.9,G7
E0995,Bùi Văn Trang,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,56.1,70.1,64,86,47.4,5.2,G3
E0996,Vũ Thu Nam,Genesis Holding Office,Technology,IT,IT Specialist,Specialist,1,E0358,77.6,85.8,79,90,45.6,1.0,G7
E0997,Nguyễn Thu Quân,Genesis Green Manufacturing,Commercial,Sales,Sales Specialist,Specialist,1,E0675,76.2,92.5,59,78,36.6,3.4,G7
E0998,Nguyễn Minh Hải,Genesis Green Manufacturing,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0043,76.3,70.4,49,83,46.2,5.4,G10
E0999,Nguyễn Thu Việt,Genesis Human Resources Services,Commercial,Sales,Sales Specialist,Specialist,1,E0488,66.8,74.4,45,71,33.7,1.9,G10
E1000,Lê Thu Việt,Genesis Social Responsibility Platform,Investment,Research,Research Supervisor,Supervisor,1,CEO,72.0,64.8,42,46,41.6,1.4,G4
